zipcode,longitude,latitude,number_of_orders
5396,-46.773264268394,-23.5752073477696,7
5397,-46.7738940174851,-23.5818142178718,8
5398,-46.77661801082,-23.5740182170351,6
5399,-46.780062585204,-23.5726436575105,2
5401,-46.666407902995,-23.557390511801,5
5402,-46.6905825,-23.5708425,3
5403,-46.6686798549706,-23.5585137251468,3
5404,-46.6772284227018,-23.5599670161002,7
5405,-46.6732148196087,-23.5586947677015,10
5406,-46.6744625421196,-23.5557521346601,6
5407,-46.6775873864987,-23.5551697168163,6
5408,-46.6804662097114,-23.5569997930294,4
5409,-46.6754853085001,-23.5554767493796,27
5410,-46.6743713329889,-23.554650340142,24
5411,-46.677437256997,-23.5587691995499,9
5412,-46.6762883263893,-23.5623571085175,15
5413,-46.6793777314618,-23.5599852578337,7
5414,-46.6807487170351,-23.5637262506204,14
5415,-46.6817981544521,-23.5639657404928,22
5416,-46.6922741847192,-23.5550149098043,17
5417,-46.6876402497837,-23.5653631923366,20
5418,-46.6897997936407,-23.564200159588,1
5419,-46.6909255628714,-23.564602718016,4
5420,-46.6880059072942,-23.5686306114317,3
5421,-46.6912018783486,-23.566246263918,5
5422,-46.6920365291419,-23.5679008570604,9
5423,-46.6925602055225,-23.5704223544347,4
5424,-46.6963312317502,-23.571257720786,7
5425,-46.697703244792,-23.5738028351319,9
5427,-46.6965605111085,-23.5628813608113,4
5428,-46.6979734272895,-23.5599824912574,9
5429,-46.6991705543887,-23.5635029475446,4
5432,-46.6932596914998,-23.5515672506204,2
5433,-46.6894274351953,-23.557533925616,2
5434,-46.6924852039933,-23.5591585248427,7
5435,-46.6893865012408,-23.553277889809,12
5436,-46.6826130467713,-23.5526451021409,3
5437,-46.6938446601135,-23.5442388398865,1
5438,-46.6909964013215,-23.5462506819206,10
5439,-46.689432998615,-23.5489944240868,5
5440,-46.6922974299152,-23.5464903075192,3
5441,-46.6939915727105,-23.5489327019159,1
5442,-46.6976974088234,-23.5419109308962,2
5443,-46.6946855414911,-23.5486542572855,7
5444,-46.6947054687806,-23.5594211801315,4
5445,-46.6997839849964,-23.550651,7
5446,-46.7000739071499,-23.5550532156501,2
5447,-46.698129,-23.5473975,3
5448,-46.7000750575302,-23.5472461134765,4
5449,-46.7047977369553,-23.5454243877086,2
5450,-46.7052850161002,-23.5488793513763,3
5451,-46.7048756335231,-23.5434162690821,6
5452,-46.7075862289803,-23.5438786311386,3
5453,-46.7086160065209,-23.5440169000808,2
5454,-46.710332,-23.5441019999999,3
5455,-46.7131113805182,-23.5368921371112,1
5459,-46.7022623463846,-23.5582322370304,3
5460,-46.7136928035319,-23.5481243984529,1
5462,-46.7053802966992,-23.5577699686364,3
5463,-46.7094324235386,-23.555979072999,2
5464,-46.7150314499105,-23.5495559331178,2
5465,-46.7142838235672,-23.5540696739532,4
5466,-46.7189175180334,-23.550516156818,5
5468,-46.7173155699406,-23.5391670627272,16
5469,-46.7190175651214,-23.5417542407173,9
5470,-46.7258298476254,-23.5380313133476,1
5477,-46.7217805744897,-23.5521711489794,4
5501,-46.7059988899407,-23.5705631188573,4
5502,-46.710475252632,-23.5600860816792,1
5503,-46.7089925188701,-23.5710844582204,3
5505,-46.7093109292227,-23.565442840412,1
5508,-46.7197443170846,-23.557510348093,12
5509,-46.7119814089676,-23.5622166180968,6
5510,-46.7090062081483,-23.570780353598,1
5511,-46.7084394055052,-23.5774794018985,2
5512,-46.707548777829,-23.5760485495412,2
5514,-46.7139128883782,-23.5781027829428,2
5515,-46.7140064819666,-23.5794578104334,2
5516,-46.7171099207258,-23.5834606676889,6
5518,-46.726784270847,-23.5853717854938,2
5519,-46.7317501604247,-23.5909644518437,1
5520,-46.7400076182411,-23.596880636967,5
5521,-46.7302526238472,-23.5905784268769,1
5522,-46.7361874694731,-23.5915308229269,1
5523,-46.7397911729182,-23.5928295889549,1
5524,-46.7418365147152,-23.5951761895666,2
5525,-46.7486260083385,-23.6044134271452,7
5527,-46.75121407016,-23.5993597783362,4
5528,-46.757875363396,-23.5933956348413,14
5529,-46.7517421146344,-23.5936206144901,3
5531,-46.7209357636855,-23.5795966363891,2
5533,-46.7285198361129,-23.5848695764614,2
5535,-46.7318917980841,-23.5821972989209,3
5536,-46.737891,-23.5900069103526,2
5537,-46.7347206237248,-23.5837490922127,3
5538,-46.7378697958725,-23.5885044964087,1
5539,-46.7299041186451,-23.5789828220902,6
5540,-46.7209309247793,-23.5740065542731,8
5541,-46.7408331566738,-23.5881816910958,18
5542,-46.7489837393856,-23.5867710806295,7
5543,-46.7540249095159,-23.5870483935599,2
5544,-46.766989406443,-23.5936398565872,10
5545,-46.7681155299786,-23.5850301823532,2
5546,-46.7686259864829,-23.5855028877738,4
5547,-46.776913112613,-23.5958224648644,10
5549,-46.7695091472387,-23.5978152850424,8
5550,-46.7817924605863,-23.579631534826,1
5551,-46.7616843810664,-23.5887263746898,4
5560,-46.7802018497028,-23.5895006996942,1
5564,-46.7637998674764,-23.5876906003232,2
5565,-46.791211645998,-23.5964443719199,10
5567,-46.7911284569572,-23.5905529887385,7
5568,-46.7852078716314,-23.5916397762998,5
5569,-46.7916157091292,-23.5996117543713,1
5570,-46.7999908091049,-23.6047974266294,9
5571,-46.7970403091926,-23.5926600452421,5
5572,-46.7943102084367,-23.5968858542905,7
5573,-46.7405924629831,-23.5852637472502,2
5574,-46.8023603631033,-23.5905822810208,8
5576,-46.7920358114144,-23.5873408051533,3
5577,-46.7779905,-23.583555,15
5579,-46.7127439574321,-23.5701713744592,2
5580,-46.7175533782965,-23.5736234737723,2
5581,-46.7247423409603,-23.573241532633,1
5582,-46.7203108477373,-23.5713189277512,1
5583,-46.7882334528247,-23.5824658637255,5
5584,-46.790503354983,-23.5786188301402,1
5585,-46.7231344893269,-23.5714088643659,1
5586,-46.7272809961049,-23.569668,11
5587,-46.7315232428588,-23.5709404776674,4
5588,-46.7408582511814,-23.575745041924,10
5589,-46.7386514937676,-23.5769419381095,1
5590,-46.7332822456287,-23.5746705004327,12
5591,-46.7334626333603,-23.5800174748975,1
5592,-46.7374702055225,-23.5782682595072,6
5593,-46.7360828165502,-23.5822168179352,2
5594,-46.7378558090035,-23.5826045282539,9
5595,-46.7424432615958,-23.5808556616511,3
5596,-46.7453496000634,-23.5812137005309,8
5601,-46.7028020760287,-23.5778038950891,2
5606,-46.7058513709029,-23.5801367395569,1
5609,-46.7084948630693,-23.5814881128903,1
5611,-46.7131565243038,-23.5855469048417,1
5612,-46.7085538087599,-23.5929648301402,3
5613,-46.7115766028334,-23.5927117507646,3
5614,-46.7104433834324,-23.5977728207052,1
5615,-46.7169146576261,-23.5873219983266,3
5616,-46.7194967237002,-23.5872599511513,13
5617,-46.7197953164497,-23.5902183410751,9
5618,-46.7238383798257,-23.5905604154885,5
5619,-46.727092561198,-23.592387635582,1
5621,-46.7234963757863,-23.5996067144093,1
5622,-46.7260910038951,-23.6045530896474,2
5623,-46.7256346763806,-23.5963611618097,4
5624,-46.7278345531479,-23.5945629847366,7
5625,-46.7299553942524,-23.5911199453229,14
5626,-46.735441522621,-23.5945956741589,2
5627,-46.7323725910324,-23.5947414970858,1
5628,-46.7336105939466,-23.602070001385,4
5629,-46.7305974322811,-23.6031987110625,3
5630,-46.7393106006117,-23.6128023388828,11
5632,-46.735300293785,-23.599781475994,6
5633,-46.7404662829649,-23.5995803016908,8
5634,-46.7353644153442,-23.6083492142651,13
5635,-46.7349468696109,-23.6024906169227,1
5638,-46.7379917601997,-23.6091942398003,3
5639,-46.7380120444054,-23.6094920255352,9
5640,-46.7363758256968,-23.627053477379,11
5641,-46.7373371441803,-23.6199830285936,16
5642,-46.7349858696981,-23.6239168381617,9
5650,-46.7052018054417,-23.5328159650297,2
5652,-46.7170151142799,-23.5992913314283,1
5653,-46.7166686384962,-23.6011631174043,6
5655,-46.7187014290785,-23.6080673211379,1
5656,-46.7183757151018,-23.6117162936407,2
5657,-46.7138307624214,-23.61637020483,3
5658,-46.7217835613422,-23.6041423796815,3
5659,-46.7238623834324,-23.6112096530671,4
5661,-46.7271041771475,-23.605469298586,5
5662,-46.726219733972,-23.6106496311386,2
5663,-46.7250044426896,-23.6148028397011,8
5664,-46.7217793054905,-23.6181326723134,2
5665,-46.7217151235328,-23.620065111487,10
5673,-46.6983099961048,-23.5885799233943,1
5675,-46.7020236382077,-23.5984334562871,1
5676,-46.6970728251486,-23.5990647660281,1
5678,-46.7047561100185,-23.5975047689059,1
5679,-46.703163168619,-23.6043239511512,6
5683,-46.7083044806972,-23.6061021057476,1
5684,-46.7042851492553,-23.6060857821071,10
5685,-46.7049756792948,-23.6084223352761,1
5686,-46.7026066440788,-23.6175712593045,5
5687,-46.708805158203,-23.6089492275953,6
5688,-46.7092824951239,-23.6066679636447,5
5690,-46.7042218483179,-23.6160556769289,1
5692,-46.7048943188875,-23.620477767413,1
5704,-46.7192326748514,-23.6288267915633,4
5705,-46.7214808148768,-23.6254822595072,10
5706,-46.7242709089676,-23.633542121011,2
5707,-46.7320846223097,-23.6435802684078,6
5709,-46.7407723878376,-23.6189692262171,6
5710,-46.7455815,-23.608188,1
5711,-46.7439509290785,-23.611497852617,8
5712,-46.7309381125556,-23.6212180146235,5
5713,-46.7283526079693,-23.6251044898724,15
5715,-46.7319683597148,-23.6288551634831,5
5716,-46.7336539291331,-23.6323199574798,11
5717,-46.733258361244,-23.6355617046858,10
5723,-46.7311988716314,-23.6411872492354,5
5724,-46.736518460841,-23.630736938282,13
5725,-46.7347804941716,-23.6247074526805,1
5726,-46.7403537732414,-23.6247825328928,19
5727,-46.7390508054417,-23.6255903330544,20
5728,-46.739237617305,-23.632803207396,5
5729,-46.7378415154077,-23.63329280322,8
5730,-46.741075266028,-23.6339645656414,3
5731,-46.7413600592647,-23.6393309125743,3
5734,-46.7469197411725,-23.6261531492965,21
5735,-46.7514215255352,-23.6262613935599,6
5736,-46.7453525169711,-23.6346127209257,3
5741,-46.74705040161,-23.6118216530671,3
5745,-46.7522476572625,-23.6148484823204,1
5749,-46.7459382675572,-23.6211341698598,1
5750,-46.7466782581222,-23.6156681631947,7
5752,-46.7507799553972,-23.6187304077374,8
5754,-46.7542452418778,-23.6193591376594,15
5755,-46.7573344211726,-23.6188682864274,1
5756,-46.756199559668,-23.6223788990389,19
5757,-46.760733,-23.6225209766865,5
5758,-46.7634028671148,-23.6303422164891,5
5759,-46.7682266894429,-23.6299281135121,1
5760,-46.7664793477696,-23.6327529184027,1
5761,-46.7686520471753,-23.6346033666397,9
5762,-46.7645191824022,-23.6420551287863,2
5763,-46.7603859632749,-23.6420006825603,10
5765,-46.7549756005197,-23.6303454174254,1
5766,-46.7544749716948,-23.6307347921115,2
5767,-46.7594588927397,-23.6313347175218,11
5772,-46.7582355575913,-23.6377285459346,2
5773,-46.7526698368679,-23.6322501723814,9
5774,-46.750495327226,-23.6310497077442,4
5775,-46.7560942076,-23.6353646472387,3
5776,-46.7487385094351,-23.6351385051359,2
5777,-46.7581816744461,-23.6484869335781,10
5778,-46.752175121011,-23.6405405800681,12
5780,-46.7501935227653,-23.6478917993249,3
5781,-46.760315888424,-23.6531338220901,2
5782,-46.7682836429379,-23.6528017141242,31
5783,-46.7678044592013,-23.644685514571,12
5784,-46.7614053229269,-23.6189756158751,7
5785,-46.7642051611172,-23.6218355203993,2
5786,-46.7732075815973,-23.6365213200127,6
5787,-46.757731071725,-23.6173011455254,12
5788,-46.7771223666397,-23.6339824710023,2
5789,-46.7763593828841,-23.6566501604247,2
5790,-46.7827605992267,-23.6393237252294,8
5791,-46.7823688745456,-23.649762363033,13
5792,-46.7784221806798,-23.6400502631138,6
5793,-46.7761499799214,-23.6392712121881,1
5794,-46.7689405649489,-23.641839534826,6
5795,-46.7783821146344,-23.6471266727739,3
5796,-46.7779778279185,-23.6501109014658,4
5797,-46.7748744832074,-23.6570466844307,8
5798,-46.7696264511512,-23.6593557141209,5
5801,-46.7340357521496,-23.6464093447112,3
5802,-46.7255237900341,-23.6607990976975,4
5804,-46.7317455252468,-23.6483172917075,1
5805,-46.7337437601027,-23.6513553872146,4
5812,-46.7331371086618,-23.6571029480928,2
5813,-46.7304407314192,-23.6563369483522,6
5814,-46.7316963702464,-23.6602877638063,5
5815,-46.7352135724507,-23.6603874451786,7
5816,-46.7392685394137,-23.6652365276127,5
5818,-46.7298541625022,-23.6653078986958,8
5819,-46.7363651441803,-23.6642928476254,6
5820,-46.7422219648855,-23.6678855964567,5
5821,-46.7532776312828,-23.6664230291419,5
5822,-46.7524975546771,-23.6639921384962,3
5830,-46.7461356494604,-23.6674950976975,3
5831,-46.7466406290611,-23.6720872245369,6
5832,-46.7505403374978,-23.6756288659472,4
5833,-46.7603558671252,-23.6708925018062,5
5834,-46.7550491852674,-23.669529841797,1
5835,-46.7592227756073,-23.6531365356628,17
5836,-46.7353188702464,-23.6485315320561,3
5841,-46.7419578003058,-23.6480811756881,3
5842,-46.7419175517629,-23.6492629314444,10
5843,-46.7361825457903,-23.6504841756881,4
5844,-46.73677309839,-23.6542322828207,10
5845,-46.7433742842057,-23.6540690049917,1
5846,-46.7450178413914,-23.6593172129157,5
5847,-46.7460271414103,-23.6530660233135,12
5848,-46.7577819783661,-23.6568544859077,4
5849,-46.7552108232193,-23.6511148425102,10
5850,-46.7539664192394,-23.6558481865082,6
5851,-46.7546977661723,-23.6640301712447,3
5852,-46.7572763556755,-23.6686902747706,4
5853,-46.7516994723873,-23.6613879847366,8
5854,-46.7600826792948,-23.6614322514571,6
5855,-46.7638417615847,-23.6619458592821,1
5856,-46.7821182521496,-23.6529951129609,8
5857,-46.7792571626667,-23.6565615796751,12
5858,-46.7833832220784,-23.6668032923641,9
5859,-46.7694081669456,-23.6671044621155,3
5860,-46.7674699830571,-23.6646139671854,4
5861,-46.7598028189162,-23.6728188856541,12
5863,-46.765741416181,-23.6760462398003,5
5864,-46.761984099775,-23.6756286258584,3
5866,-46.767386058428,-23.6780137929483,3
5867,-46.7695077066911,-23.6726226781959,4
5868,-46.7754027171793,-23.6605624993075,10
5869,-46.7721583534538,-23.6752188687172,2
5870,-46.7741788529055,-23.6782780094351,3
5871,-46.7707153724681,-23.6836325800681,5
5872,-46.7758365401062,-23.6883359963933,4
5873,-46.7770419419085,-23.6892429524519,5
5874,-46.7819287960067,-23.6989115831265,4
5875,-46.7866112210744,-23.6962379861215,3
5876,-46.7916286837072,-23.6993806665532,3
5877,-46.7921220298344,-23.6890150510704,9
5878,-46.7871748426337,-23.6903578215419,5
5879,-46.7938841071326,-23.6864009753015,6
5880,-46.7904245342778,-23.6872354504588,1
5881,-46.7809096704246,-23.6841598812057,11
5882,-46.7869656741589,-23.6830862092734,11
5883,-46.7784201147977,-23.6775776040809,4
5884,-46.7766523338911,-23.6728955589763,7
5885,-46.7883385516451,-23.680098,9
5886,-46.7918574485191,-23.6790109048071,7
5887,-46.7995612842057,-23.6791220605055,9
5888,-46.7949637245369,-23.6728594643372,2
5889,-46.787801916036,-23.6680349150016,5
5890,-46.7875032287792,-23.6673433504548,10
5891,-46.7890430183219,-23.6633107996134,1
5892,-46.7850641132951,-23.6613057421967,4
5893,-46.7902374667509,-23.6581730991787,3
5894,-46.7874117258682,-23.6517150931436,8
6010,-46.7640662088658,-23.5358432120833,7
6013,-46.777201424792,-23.5301351975637,3
6016,-46.7802983932715,-23.5336692891973,4
6018,-46.7776564211726,-23.5400199136995,13
6020,-46.7609236169154,-23.5353856517898,33
6023,-46.7668967819553,-23.5440961923366,5
6026,-46.7630869675112,-23.5498095986784,6
6028,-46.7647131752555,-23.548613802412,9
6030,-46.7654870651965,-23.5619634486422,12
6033,-46.7778662077442,-23.5622756272434,7
6036,-46.7758727554044,-23.5595081374023,16
6038,-46.7768340476297,-23.5634292889702,6
6040,-46.782038735761,-23.5702288190317,7
6045,-46.7943099667031,-23.5697320582838,13
6050,-46.785103722171,-23.5610826694557,10
6053,-46.7929574799005,-23.5673949463612,9
6056,-46.7850421265509,-23.5659861623579,12
6060,-46.7801255903399,-23.5524567948815,4
6065,-46.7887638888281,-23.5529786677823,8
6070,-46.7843038182535,-23.5510330113916,10
6075,-46.7877357757516,-23.5518294646257,6
6080,-46.7883987793582,-23.5444216913556,11
6083,-46.7775246695713,-23.5432607129957,14
6086,-46.7845107074558,-23.536075904784,8
6090,-46.7871849832731,-23.5300666605393,2
6093,-46.7816519972193,-23.5381464542444,4
6097,-46.7768075473281,-23.528128203062,2
6110,-46.7930522452247,-23.5297364876507,6
6112,-46.7960720491372,-23.537767924231,9
6114,-46.7970287895767,-23.532421040994,7
6120,-46.7909815341336,-23.5438793546945,3
6122,-46.7982077170351,-23.5454895792314,6
6124,-46.801176989988,-23.5464237887647,6
6126,-46.7918261623308,-23.5500132368097,11
6130,-46.7991573839592,-23.5576991925963,4
6132,-46.7983237450558,-23.5625266103288,8
6140,-46.7988778133476,-23.5814681723699,12
6142,-46.7995621372554,-23.5712377929482,6
6144,-46.8037303756421,-23.5694938456921,4
6145,-46.8042525,-23.574366,5
6147,-46.808393927436,-23.5759455644197,3
6149,-46.8145039128627,-23.5856687113509,8
6150,-46.8148780972085,-23.5817160418733,19
6152,-46.8079551500495,-23.5652191107639,5
6154,-46.8034841837382,-23.5592037876681,5
6160,-46.8093704067038,-23.5626768094907,26
6162,-46.808157117994,-23.5577501439356,14
6170,-46.8048902735299,-23.5458571321195,13
6172,-46.8133823747637,-23.5420459971102,20
6180,-46.8026858465247,-23.537512820515,6
6182,-46.8136444190952,-23.5318644676841,16
6184,-46.8065205,-23.5410905178892,10
6186,-46.8139151734664,-23.533868536211,11
6190,-46.8017145102718,-23.5307336344568,11
6192,-46.7995170642564,-23.5274193366898,7
6194,-46.8030740599572,-23.5251786114317,5
6210,-46.764955827941,-23.5324925789379,10
6213,-46.7677327220267,-23.5323639972014,11
6216,-46.7690219567198,-23.5256735076174,8
6220,-46.7830835646749,-23.5166428785887,2
6223,-46.7768017889089,-23.514098061602,2
6226,-46.7774918227846,-23.5090253905653,8
6230,-46.8048574409128,-23.5137436814724,13
6233,-46.7848626705523,-23.5123614893242,16
6236,-46.7858664630964,-23.5068907671532,22
6240,-46.802367680824,-23.503108075769,3
6243,-46.7987711273679,-23.5012069810215,9
6246,-46.8117702495239,-23.4999400860407,7
6250,-46.7941626750785,-23.503140623953,5
6253,-46.7955140753649,-23.5002104829475,12
6260,-46.7896494132668,-23.498209507646,6
6263,-46.8046048040568,-23.4934512844941,7
6266,-46.7925212452247,-23.4896052361937,12
6268,-46.7851942188527,-23.5028320835306,11
6270,-46.771496572731,-23.497088860349,5
6273,-46.766901363005,-23.4996887211577,13
6276,-46.7714013534734,-23.474831167459,5
6278,-46.7861033570597,-23.480967465941,2
6280,-46.7616342886491,-23.5110126017082,6
6283,-46.7701971969755,-23.5168573377747,12
6286,-46.7726713933371,-23.5072982667327,11
6288,-46.7675437625656,-23.5041682625656,3
6290,-46.7740585669108,-23.5186892031566,4
6293,-46.7608088190182,-23.5137077331022,8
6296,-46.7557518290437,-23.5229032667205,3
6298,-46.7621475230537,-23.50989400277,3
6310,-46.8363988598672,-23.5158291181459,10
6311,-46.8470896586926,-23.5215728152839,9
6315,-46.8387249278782,-23.5273026715844,6
6317,-46.8450207419064,-23.5259011954249,10
6320,-46.8372532136429,-23.5202114057476,2
6321,-46.8275855733197,-23.5421977037334,9
6322,-46.8314727202167,-23.5270975941258,9
6325,-46.8377505856305,-23.5334742929413,9
6326,-46.8272377094224,-23.5280948154656,6
6327,-46.8211643493204,-23.5348686489362,4
6328,-46.8558850488921,-23.5553082521222,9
6329,-46.8238246907582,-23.5430184642819,7
6330,-46.8303535073357,-23.5597107664623,22
6331,-46.8314332816866,-23.5420836604471,3
6332,-46.828647,-23.5452825,5
6333,-46.8336991427025,-23.560334069183,12
6334,-46.8300519454734,-23.544435450487,1
6335,-46.8315386567512,-23.5557974535749,5
6340,-46.8232200598452,-23.56573882697,5
6341,-46.8165310674216,-23.5724193284374,16
6342,-46.8234845910679,-23.5836135877697,3
6343,-46.833147883565,-23.5721642047574,4
6350,-46.8592242834717,-23.5764990997296,3
6351,-46.8627318839254,-23.5732790480207,2
6355,-46.8682586705712,-23.5578578407135,3
6360,-46.8396544653514,-23.5567902416657,1
6361,-46.8564367470349,-23.5437168527846,10
6362,-46.8378080080772,-23.5511786480667,9
6363,-46.8406883743622,-23.5671681710283,3
6364,-46.8431524939951,-23.5640361739492,4
6365,-46.8485750585056,-23.5480078031269,25
6380,-46.834228862234,-23.5477071127639,4
6381,-46.8413598913591,-23.548337673445,11
6382,-46.8411667598806,-23.5481111921972,8
6384,-46.8476538428946,-23.5412408565804,1
6385,-46.8434790914432,-23.5491274208118,13
6386,-46.8470293657642,-23.5327473259971,18
6387,-46.8351418873453,-23.5513499403652,1
6390,-46.8453048937908,-23.5392189416149,17
6394,-46.8574851658444,-23.5252105723357,2
6395,-46.8489422360188,-23.5300120963084,17
6396,-46.8537264746338,-23.5312541160538,6
6397,-46.8607551767738,-23.5311281535879,4
6401,-46.8866693789201,-23.5092426210799,16
6402,-46.879738398737,-23.5084733159109,3
6404,-46.872558984284,-23.5068272784087,14
6406,-46.8874845108853,-23.5019322462136,2
6407,-46.8923339834581,-23.5005825124857,5
6408,-46.886376074867,-23.4965923805018,4
6409,-46.8963426992167,-23.4917566978438,5
6410,-46.8653258721682,-23.4999231865502,7
6411,-46.8754525589867,-23.5032686751092,8
6412,-46.8803687457594,-23.503001649208,9
6413,-46.8786886846282,-23.4829988317525,8
6414,-46.8746866963592,-23.4959014699087,38
6415,-46.8895517709437,-23.4910503861128,4
6416,-46.8955641973886,-23.4875791227441,14
6417,-46.8860056636108,-23.4873111713365,3
6418,-46.886531083155,-23.482917,1
6419,-46.8852187190625,-23.4758661483433,2
6420,-46.8891615145383,-23.5073247364739,12
6421,-46.898030721574,-23.509567018192,3
6422,-46.8945099826402,-23.5185152120707,14
6423,-46.9037688298847,-23.4964096408746,2
6428,-46.9621728981112,-23.4961472346696,3
6429,-46.9473330970001,-23.491791912543,4
6433,-46.8856026653167,-23.5316324885232,7
6434,-46.8831004487024,-23.5355835371055,8
6435,-46.8856738814971,-23.5273545736887,10
6436,-46.8867660493341,-23.5399429319207,23
6437,-46.8881500699299,-23.5420009843073,6
6440,-46.8610461478653,-23.5105249691296,14
6442,-46.8608446818389,-23.5187515454489,1
6443,-46.8650286924895,-23.5458128766091,2
6445,-46.86460277776,-23.530168828724,4
6447,-46.8841709073577,-23.5478798576192,16
6448,-46.877269420165,-23.5454050134492,1
6449,-46.8662576836159,-23.5427504782077,10
6453,-46.8531990727773,-23.4965123303157,10
6454,-46.8474662002899,-23.4931706715878,45
6455,-46.8556343841851,-23.5024765786938,14
6458,-46.8159959010025,-23.4947097246512,6
6460,-46.8449705826523,-23.504459271262,18
6462,-46.8044683128608,-23.4838262069967,14
6463,-46.8096004053391,-23.5050896735191,9
6465,-46.847032853029,-23.5074072906165,6
6470,-46.8592171116581,-23.4972342037647,3
6471,-46.853572644995,-23.485965600458,1
6472,-46.8489717373937,-23.4843085907436,10
6473,-46.8665889922015,-23.4815270104764,11
6474,-46.8500199148786,-23.4910090973024,3
6501,-46.9249432076,-23.4403680061168,2
6502,-46.9262483957816,-23.4509704679439,4
6503,-46.9312245416354,-23.4580866813723,1
6504,-46.9338905173409,-23.43983780322,1
6505,-46.9434373797848,-23.4094197560652,1
6506,-46.9592519089676,-23.4197539622597,1
6509,-46.9387841875438,-23.4520015027914,3
6513,-46.904604326284,-23.4667372828549,1
6515,-46.8964035216401,-23.4761208265336,16
6516,-46.8905814431012,-23.4797926064401,6
6519,-46.9708092439341,-23.4941331122714,6
6523,-47.0048491984534,-23.4944766880374,3
6526,-46.9267781931787,-23.4252620992772,4
6528,-46.8966966437763,-23.4070662464654,11
6529,-46.8736066381212,-23.4057622347788,6
6530,-46.8787029091118,-23.4115370768941,9
6531,-46.8839638241676,-23.4152400488487,2
6532,-46.8994734182117,-23.4392347689889,1
6533,-46.8749550115335,-23.4230351223642,3
6535,-46.8516403447112,-23.426851924231,10
6537,-46.8261128010109,-23.4252186487752,12
6539,-46.8776649786454,-23.4677417342705,6
6540,-46.8797336585013,-23.4599995387356,18
6541,-46.870101956187,-23.4637130958971,5
6542,-46.8641626083625,-23.4795435844359,13
6543,-46.8178364862192,-23.4595866595422,30
6544,-46.867870523602,-23.4636699497663,10
6550,-46.9744489453111,-23.4147842109558,16
6600,-46.9034155981399,-23.532465887291,4
6602,-46.8960398638425,-23.5326634988718,8
6604,-46.9040559539151,-23.5396549904015,8
6606,-46.9074094224855,-23.531476079446,8
6608,-46.9151313149364,-23.533086829729,4
6612,-46.9232887771964,-23.5221545106637,5
6616,-46.9108640712583,-23.5280428077842,1
6618,-46.9005086131492,-23.5236623999001,2
6620,-46.8918110189609,-23.5421340365924,2
6622,-46.9042550542315,-23.5510503447973,10
6624,-46.909179399441,-23.5449172652406,13
6626,-46.9159615627252,-23.5457301963316,5
6630,-46.8890821152645,-23.5562533812963,1
6631,-46.9050848332227,-23.5471390923578,1
6634,-46.9047811101479,-23.5593367814379,7
6636,-46.8959579230614,-23.5556623163858,2
6642,-46.8729206137325,-23.557154691238,4
6653,-46.9254276519068,-23.5478644971918,11
6654,-46.9265911416677,-23.5382891029009,20
6655,-46.9119768635257,-23.5559864176785,10
6656,-46.9176766002288,-23.552667380409,15
6657,-46.9257202649196,-23.5608828520436,7
6660,-46.9547217314141,-23.5510405940543,9
6663,-46.9371010473561,-23.5633722071467,32
6665,-46.9494350826726,-23.5547656072746,12
6670,-46.9710408137358,-23.5830517166754,6
6675,-46.9705865228594,-23.5458783324488,2
6680,-46.9158772307305,-23.5337903891726,7
6683,-46.9208978103809,-23.5480300655812,5
6690,-46.9519913552409,-23.525408410617,1
6693,-46.9383448436229,-23.5417017086371,14
6694,-46.9427959784359,-23.5360456548501,13
6695,-46.9645758259117,-23.5256593795993,5
6696,-46.9431767415312,-23.5267597632121,1
6700,-46.9400413620208,-23.6183642759583,39
6702,-46.9241239190952,-23.5808935145709,9
6703,-46.910591230221,-23.5939847118992,12
6704,-46.922074589011,-23.5664103601485,9
6705,-46.8806464152478,-23.5918127785483,15
6706,-46.8714332514571,-23.5778153782965,3
6707,-46.86812372373,-23.592204997718,3
6708,-46.8418149476888,-23.5851623860581,7
6709,-46.8180831319753,-23.5866026996942,12
6710,-46.8237161580656,-23.6021631117385,17
6711,-46.8374808287655,-23.6150603215516,16
6712,-46.8482370890392,-23.6053936315775,3
6713,-46.8499783990081,-23.6159287085165,6
6714,-46.8713899261638,-23.6003137364558,5
6715,-46.8753062213065,-23.6093157067449,13
6716,-46.9076178996558,-23.6052296181824,16
6717,-46.9250461465462,-23.6051651312828,6
6719,-46.9488355582043,-23.6244442637007,17
6720,-46.9756788948205,-23.6362084577011,7
6721,-46.9843988520688,-23.6457716333603,2
6722,-46.95766240287,-23.6503057751285,5
6724,-46.9020585319828,-23.6757578283809,1
6725,-47.0221060500824,-23.6867932362896,8
6726,-47.0299363619024,-23.6659306005784,7
6727,-47.0231810336733,-23.6770933064653,8
6728,-47.0181140187367,-23.6830538260025,2
6729,-47.0289450699406,-23.7058140693923,2
6730,-46.9969281061106,-23.6592332030832,44
6753,-46.7519891230885,-23.6043541254544,16
6754,-46.762164,-23.605236,5
6755,-46.7673051610896,-23.5998035987472,8
6756,-46.7687408068069,-23.6063868409584,12
6757,-46.7784264575641,-23.6115050274637,2
6760,-46.7708171071326,-23.6130981443245,4
6763,-46.7574010559507,-23.6097863846248,21
6764,-46.7657868652937,-23.6122944620203,33
6765,-46.7695568989831,-23.6232975073556,42
6766,-46.7794914627054,-23.6252725444377,16
6767,-46.7868428387386,-23.6168012725489,19
6768,-46.75265775,-23.607693,10
